frame_id,frame_timestamp,frame_image_uid
1,3603480856728,1673547344.77788
2,3603514161960,1673547344.81736
3,3603547468960,1673547344.8793
4,3603580769896,1673547344.88432
5,3603614076904,1673547344.90864
6,3603647384952,1673547344.94221
7,3603680686896,1673547344.97569
8,3603713993504,1673547345.00941
9,3603747294640,1673547345.04217
10,3603780601600,1673547345.07498
11,3603813903600,1673547345.11021
12,3603847211784,1673547345.14146
13,3603880517440,1673547345.17497
14,3603913818696,1673547345.20874
15,3603947126424,1673547345.24176
16,3603980428976,1673547345.27505
17,3604013736424,1673547345.31076
18,3604047037768,1673547345.34327
19,3604080344792,1673547345.37464
20,3604113651808,1673547345.41046
21,3604146953424,1673547345.44358
22,3604180260824,1673547345.47683
23,3604213562904,1673547345.50984
24,3604246870952,1673547345.54416
25,3604280171656,1673547345.5772
26,3604313478864,1673547345.61128
27,3604346785656,1673547345.64378
28,3604380087504,1673547345.67614
29,3604413395400,1673547345.71083
30,3604446696312,1673547345.74191
31,3604480004384,1673547345.77698
32,3604513305856,1673547345.80885
33,3604546612160,1673547345.84281
34,3604579920960,1673547345.87648
35,3604613222952,1673547345.90779
36,3604646529920,1673547345.94132
37,3604679830320,1673547345.9761
38,3604713138384,1673547346.01135
39,3604746439936,1673547346.04297
40,3604779747920,1673547346.07634
41,3604813054824,1673547346.11045
42,3604846356920,1673547346.14322
43,3604879663936,1673547346.17681
44,3604912964824,1673547346.21072
45,3604946271440,1673547346.2427
46,3604979573736,1673547346.27579
47,3605012881952,1673547346.31015
48,3605046188960,1673547346.34317
49,3605079489680,1673547346.37578
50,3605112796952,1673547346.41013
51,3605146098440,1673547346.44146
52,3605179406904,1673547346.47638
53,3605212707952,1673547346.51042
54,3605246015672,1673547346.54243
55,3605279322920,1673547346.57443
56,3605312623824,1673547346.60929
57,3605345931008,1673547346.64241
58,3605379231400,1673547346.67581
59,3605412538896,1673547346.71
60,3605445841064,1673547346.74237
61,3605479147504,1673547346.77577
62,3605512455768,1673547346.81011
63,3605545756400,1673547346.84207
64,3605579064032,1673547346.87561
65,3605612365712,1673547346.9098
66,3605645673952,1673547346.9421
67,3605678974960,1673547346.97566
68,3605712281864,1673547347.01054
69,3605745588792,1673547347.04227
70,3605778890344,1673547347.0759
71,3605812197384,1673547347.1068
72,3605845499976,1673547347.1395
73,3605878806776,1673547347.17421
74,3605912107952,1673547347.20983
75,3605945415256,1673547347.24158
76,3605978723896,1673547347.27502
77,3606012024824,1673547347.30901
78,3606045332920,1673547347.34055
79,3606078633952,1673547347.37305
80,3606111940288,1673547347.40867
81,3606145241936,1673547347.44078
82,3606178549952,1673547347.47513
83,3606211857320,1673547347.50904
84,3606245158712,1673547347.54145
85,3606278465728,1673547347.5748
86,3606311767840,1673547347.60933
87,3606345074368,1673547347.66506
88,3606378376864,1673547347.67858
89,3606411684840,1673547347.70772
90,3606444991920,1673547347.74326
91,3606478292344,1673547347.77384
92,3606511599952,1673547347.8098
93,3606544901736,1673547347.84096
94,3606578209440,1673547347.87544
95,3606611510896,1673547347.90946
96,3606644818880,1673547347.94166
97,3606678125920,1673547347.97535
98,3606711426952,1673547348.00922
99,3606744733728,1673547348.04183
100,3606778034960,1673547348.07589
101,3606811341976,1673547348.10972
102,3606844643400,1673547348.14104
103,3606877950960,1673547348.17468
104,3606911258240,1673547348.20856
105,3606944559952,1673547348.24114
106,3606977867032,1673547348.27432
107,3607011168952,1673547348.3091
108,3607044476880,1673547348.3411
109,3607077777408,1673547348.37424
110,3607111084920,1673547348.40979
111,3607144391736,1673547348.44092
112,3607177693376,1673547348.47431
113,3607211001680,1673547348.50904
114,3607244302840,1673547348.54032
115,3607277609768,1673547348.57861
116,3607310910880,1673547348.60802
117,3607344218752,1673547348.64154
118,3607377526504,1673547348.67444
119,3607410827504,1673547348.70864
120,3607444134880,1673547348.74039
121,3607477435752,1673547348.77427
122,3607510743896,1673547348.80864
123,3607544044936,1673547348.84075
124,3607577352952,1673547348.87447
125,3607610660992,1673547348.90851
126,3607643961824,1673547348.93797
127,3607677268792,1673547348.97156
128,3607710570544,1673547349.00868
129,3607743877824,1673547349.04022
130,3607777179960,1673547349.07374
131,3607810487960,1673547349.10794
132,3607843795072,1673547349.13986
133,3607877095936,1673547349.17341
134,3607910403960,1673547349.2079
135,3607943704184,1673547349.2401
136,3607977012952,1673547349.27417
137,3608010313424,1673547349.30803
138,3608043621952,1673547349.34023
139,3608076928944,1673547349.37367
140,3608110230920,1673547349.40777
141,3608143537808,1673547349.43971
142,3608176839880,1673547349.47342
143,3608210148064,1673547349.52235
144,3608243448904,1673547349.54116
145,3608276755904,1673547349.57325
146,3608310063096,1673547349.60801
147,3608343364920,1673547349.64024
148,3608376672920,1673547349.67334
149,3608409973880,1673547349.70789
150,3608443280864,1673547349.73927
151,3608476582064,1673547349.7737
152,3608509889232,1673547349.80739
153,3608543197440,1673547349.83974
154,3608576499864,1673547349.87274
155,3608609806936,1673547349.90782
156,3608643107520,1673547349.95036
157,3608676414600,1673547349.97344
158,3608709716064,1673547350.00795
159,3608743022808,1673547350.0399
160,3608776329240,1673547350.07331
161,3608809631808,1673547350.10775
162,3608842939656,1673547350.1393
163,3608876240936,1673547350.17288
164,3608909547424,1673547350.20703
165,3608942849952,1673547350.23918
166,3608976156280,1673547350.27247
167,3609009464424,1673547350.30747
168,3609042766880,1673547350.33962
169,3609076073920,1673547350.37283
170,3609109374736,1673547350.40694
171,3609142681896,1673547350.43907
172,3609175989904,1673547350.47224
173,3609209291592,1673547350.50665
174,3609242598808,1673547350.53952
175,3609275899456,1673547350.5721
176,3609309207952,1673547350.60695
177,3609342508240,1673547350.63877
178,3609375816936,1673547350.67254
179,3609409124696,1673547350.70609
180,3609442425400,1673547350.73847
181,3609475732752,1673547350.77226
182,3609509033896,1673547350.80684
183,3609542340904,1673547350.83819
184,3609575642112,1673547350.87187
185,3609608949920,1673547350.90692
186,3609642257792,1673547350.9391
187,3609675558736,1673547350.97223
188,3609708866920,1673547351.00662
189,3609742167584,1673547351.03885
190,3609775474216,1673547351.07286
191,3609808776848,1673547351.10667
192,3609842083960,1673547351.13881
193,3609875391672,1673547351.17243
194,3609908692952,1673547351.2068
195,3609941999624,1673547351.23894
196,3609975301880,1673547351.27184
197,3610008609976,1673547351.30646
198,3610041910544,1673547351.33876
199,3610075218400,1673547351.37187
200,3610108525872,1673547351.40661
201,3610141827120,1673547351.43864
202,3610175134560,1673547351.47156
203,3610208435296,1673547351.50623
204,3610241743272,1673547351.5384
205,3610275044992,1673547351.57137
206,3610308351936,1673547351.6062
207,3610341660144,1673547351.63801
208,3610374961960,1673547351.67139
209,3610408268960,1673547351.70632
210,3610441570976,1673547351.73784
211,3610474877352,1673547351.77147
212,3610508178960,1673547351.80589
213,3610541486864,1673547351.83853
214,3610574793456,1673547351.87173
215,3610608095904,1673547351.90447
216,3610641402976,1673547351.93812
217,3610674703904,1673547351.97145
218,3610708011952,1673547352.00588
219,3610741312992,1673547352.03726
220,3610774620432,1673547352.07118
221,3610807927160,1673547352.10622
222,3610841228840,1673547352.13777
223,3610874536904,1673547352.17147
224,3610907836920,1673547352.20513
225,3610941144464,1673547352.23786
226,3610974445232,1673547352.27051
227,3611007753952,1673547352.30557
228,3611041061712,1673547352.33777
229,3611074362896,1673547352.37122
230,3611107669960,1673547352.40577
231,3611140970864,1673547352.43735
232,3611174279064,1673547352.47059
233,3611207580920,1673547352.50532
234,3611240887544,1673547352.53716
235,3611274194952,1673547352.57055
236,3611307496920,1673547352.60554
237,3611340803320,1673547352.63732
238,3611374106008,1673547352.67113
239,3611407413896,1673547352.70506
240,3611440714936,1673547352.73713
241,3611474022376,1673547352.76967
242,3611507329408,1673547352.80479
243,3611540630784,1673547352.8367
244,3611573938320,1673547352.87078
245,3611607240384,1673547352.90498
246,3611640547960,1673547352.93704
247,3611673849312,1673547352.9706
248,3611707156880,1673547353.00504
249,3611740463456,1673547353.03701
250,3611773765784,1673547353.07075
251,3611807073408,1673547353.10489
252,3611840374712,1673547353.13708
253,3611873682336,1673547353.17009
254,3611906983880,1673547353.20482
255,3611940290936,1673547353.23732
256,3611973598920,1673547353.27024
257,3612006899752,1673547353.30502
258,3612040207904,1673547353.33645
259,3612073509272,1673547353.37018
260,3612106816768,1673547353.40422
261,3612140117896,1673547353.43736
262,3612173425408,1673547353.47004
263,3612206732664,1673547353.50474
264,3612240034936,1673547353.53632
265,3612273342256,1673547353.56988
266,3612306643344,1673547353.60426
267,3612339950160,1673547353.63702
268,3612373252848,1673547353.6701
269,3612406559624,1673547353.70436
270,3612439867880,1673547353.73676
271,3612473169440,1673547353.76985
272,3612506476952,1673547353.80426
273,3612539777672,1673547353.83832
274,3612573084968,1673547353.87002
275,3612606386312,1673547353.90505
276,3612639694424,1673547353.93652
277,3612673001784,1673547353.9699
278,3612706302360,1673547354.00449
279,3612739610640,1673547354.0365
280,3612772911840,1673547354.06958
281,3612806219240,1673547354.10401
282,3612839521656,1673547354.13677
283,3612872828824,1673547354.16979
284,3612906135640,1673547354.2044
285,3612939436952,1673547354.2368
286,3612972743456,1673547354.26956
287,3613006044784,1673547354.30411
288,3613039351824,1673547354.336
289,3613072653960,1673547354.36922
290,3613105961368,1673547354.40414
291,3613139268560,1673547354.4359
292,3613172569792,1673547354.46917
293,3613205877952,1673547354.50397
294,3613239178824,1673547354.53557
295,3613272487032,1673547354.56904
296,3613305788672,1673547354.60324
297,3613339094920,1673547354.6357
298,3613372402904,1673547354.66884
299,3613405703960,1673547354.70381
300,3613439011456,1673547354.73548
